A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 4d, B : cd, C: 99, D : 84 ,E: 7a, F : 54, G : f9 
A : 5c, B : df, C: df, D : ac ,E: d9, F : d2, G : d0 
A : 5e, B : 13, C: b7, D : a4 ,E: 59, F : 35, G : a7 
A : 6f, B : 46, C: 33, D : d4 ,E: 1f, F : c6, G : 9c 
A : 60, B : 06, C: 03, D : b6 ,E: 46, F : 14, G : 8c 
A : 64, B : 4e, C: 43, D : f6 ,E: c1, F : b2, G : 96 
A : 52, B : 35, C: 35, D : f8 ,E: 60, F : 5d, G : f2 
A : 32, B : f8, C: f1, D : de ,E: 71, F : e9, G : 94 
A : 3f, B : ea, C: df, D : de ,E: 6e, F : 5a, G : c1 
A : 25, B : 02, C: 01, D : c6 ,E: 25, F : 90, G : 8d 
A : 77, B : 6f, C: fd, D : e0 ,E: 6a, F : 52, G : d9 
A : 56, B : 41, C: 18, D : c6 ,E: 68, F : 3a, G : e5 
A : 40, B : 38, C: 21, D : c0 ,E: 3a, F : 38, G : 16 
A : 50, B : 17, C: f6, D : c0 ,E: fd, F : fc, G : bd 
A : 41, B : 39, C: 19, D : c8 ,E: 4f, F : 3d, G : 91 
A : 73, B : 6b, C: 4c, D : 9e ,E: 74, F : 66, G : 1d 
A : 0f, B : cd, C: 99, D : 86 ,E: 7a, F : 54, G : 13 
A : 5c, B : 5b, C: df, D : a6 ,E: 2c, F : d9, G : d2 
A : 5e, B : 2a, C: df, D : a4 ,E: 59, F : 35, G : 92 
A : 33, B : 1b, C: d5, D : a4 ,E: 1f, F : 1f, G : 1c 
A : 60, B : 4c, C: 0a, D : 06 ,E: 46, F : ea, G : 8c 
A : 64, B : 4e, C: 43, D : 28 ,E: 27, F : c1, G : b2 
A : 52, B : 46, C: 35, D : 34 ,E: 60, F : 5d, G : 27 
A : 43, B : 32, C: f8, D : de ,E: e9, F : 9e, G : 94 
A : 3f, B : ea, C: df, D : 88 ,E: 6e, F : 5a, G : b1 
A : 32, B : 02, C: c6, D : b0 ,E: 41, F : 25, G : 90 
A : 77, B : 6f, C: 6f, D : fc ,E: 7e, F : 6a, G : 52 
A : 62, B : 56, C: 4c, D : 18 ,E: 64, F : 3a, G : e5 
A : 31, B : 21, C: 0e, D : c0 ,E: 38, F : 16, G : d7 
A : 54, B : 17, C: f6, D : e2 ,E: 11, F : fd, G : fc 
A : 57, B : 3e, C: 39, D : c8 ,E: 4f, F : 3d, G : 1a 
A : 78, B : 6b, C: 4c, D : aa ,E: 06, F : dd, G : 94 
A : 02, B : f3, C: cd, D : 98 ,E: 7a, F : 52, G : 13 
A : 71, B : 5c, C: 5b, D : 16 ,E: 2c, F : dc, G : d2 
A : 46, B : 2a, C: e6, D : de ,E: 59, F : b3, G : 92 
A : 45, B : 1b, C: 07, D : a4 ,E: 30, F : 1f, G : 1f 
A : 4c, B : 0a, C: 06, D : 02 ,E: ea, F : e9, G : 8c 
A : 4e, B : 29, C: 1a, D : b2 ,E: 27, F : b2, G : ab 
A : 52, B : 46, C: 34, D : ec ,E: 5d, F : 27, G : 1d 
A : 43, B : e3, C: de, D : da ,E: 08, F : e9, G : 9e 
A : 45, B : 38, C: ea, D : 88 ,E: 5a, F : 58, G : b1 
A : 3d, B : 33, C: 32, D : b0 ,E: 51, F : 41, G : 25 
A : 6f, B : 6f, C: 56, D : e6 ,E: 7e, F : 6a, G : f5 
A : 42, B : 12, C: b6, D : ac ,E: 64, F : 3a, G : e2 
A : 21, B : 0e, C: c1, D : b0 ,E: 16, F : d7, G : cb 
A : 57, B : 17, C: f6, D : e2 ,E: 11, F : fc, G : 88 
A : 3e, B : 39, C: 11, D : ea ,E: 3d, F : 1a, G : c3 
A : 6b, B : f4, C: aa, D : 9e ,E: 16, F : 06, G : 94 
A : 0f, B : 02, C: f3, D : c6 ,E: 52, F : 13, G : 81 
A : 5b, B : 20, C: 17, D : bc ,E: 2c, F : dc, G : a8 
A : 46, B : 2a, C: e6, D : de ,E: 7b, F : b3, G : 92 
A : 29, B : 1b, C: 07, D : bc ,E: 30, F : 1f, G : dd 
A : 69, B : 4c, C: 0a, D : c8 ,E: ea, F : e9, G : 8a 
A : 58, B : 29, C: 1a, D : b2 ,E: 27, F : 20, G : ab 
A : 46, B : 34, C: ec, D : ec ,E: 27, F : 1d, G : b6 
A : 43, B : e3, C: db, D : d4 ,E: 08, F : 9e, G : 81 
A : 46, B : 38, C: f0, D : 88 ,E: 58, F : eb, G : b1 
A : 3d, B : 33, C: 24, D : b0 ,E: 51, F : 41, G : 34 
A : 6f, B : 56, C: 36, D : e6 ,E: 7e, F : 51, G : f5 
A : 2a, B : 12, C: e3, D : b6 ,E: 6f, F : 64, G : 62 
A : 0e, B : ce, C: b1, D : a6 ,E: 79, F : d7, G : cb 
A : 57, B : 22, C: e3, D : ae ,E: 77, F : 11, G : 88 
A : 3e, B : 11, C: eb, D : dc ,E: 1a, F : ff, G : c3 
A : 65, B : 5f, C: f4, D : aa ,E: 16, F : ce, G : 94 
A : 02, B : f3, C: d4, D : c6 ,E: 52, F : 8b, G : 81 
A : 74, B : 20, C: 17, D : bc ,E: dc, F : c8, G : a8 
A : 62, B : 60, C: 46, D : e6 ,E: 7b, F : f2, G : b3 
A : 29, B : 12, C: 07, D : bc ,E: 30, F : dd, G : 8a 
A : 69, B : 05, C: c8, D : be ,E: 43, F : e9, G : 8a 
A : 59, B : 58, C: 1a, D : b2 ,E: 20, F : dd, G : ab 
A : 6a, B : ec, C: ec, D : b0 ,E: 41, F : 1d, G : b6 
A : 55, B : 26, C: e3, D : d4 ,E: 12, F : 08, G : 01 
A : 51, B : 46, C: 38, D : f0 ,E: 58, F : eb, G : d6 
A : 33, B : 24, C: f9, D : d8 ,E: 51, F : 4f, G : 34 
A : 56, B : 47, C: 36, D : d4 ,E: 51, F : f5, G : 90 
A : 2a, B : 12, C: e7, D : e2 ,E: 6f, F : 6d, G : 62 
A : 1a, B : ce, C: b1, D : a6 ,E: 79, F : 57, G : cb 
A : 22, B : 08, C: af, D : 9c ,E: 77, F : 71, G : 88 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 0f, F : 0d, G : 02 
A : 00, B : 00, C: 00, D : 00 ,E: 19, F : 17, G : 0b 
A : 00, B : 00, C: 00, D : 00 ,E: 17, F : 11, G : 08 
A : 42, B : 21, C: 19, D : da ,E: 6d, F : e8, G : 99 
A : 74, B : 73, C: 71, D : 1c ,E: 39, F : e9, G : d9 
A : 6b, B : 54, C: 4d, D : fc ,E: 49, F : 40, G : 8a 
A : d9, B : d9, C: d0, D : b4 ,E: 7d, F : 44, G : c5 
A : 32, B : b7, C: a7, D : a4 ,E: 4e, F : ec, G : bc 
A : 33, B : 00, C: 00, D : 00 ,E: 4e, F : fe, G : f0 
A : 76, B : 46, C: 14, D : 10 ,E: 01, F : cf, G : ab 
A : 43, B : 26, C: ef, D : c0 ,E: 49, F : fc, G : 92 
A : 38, B : 35, C: f8, D : f2 ,E: f1, F : e3, G : ca 
A : 27, B : 16, C: f8, D : f0 ,E: 01, F : 97, G : 81 
A : 3f, B : 1f, C: cd, D : c0 ,E: 6c, F : e1, G : ab 
A : 01, B : c6, C: 98, D : 90 ,E: 59, F : 44, G : 42 
A : 1d, B : fd, C: e0, D : d8 ,E: 1e, F : a3, G : 9f 
A : 68, B : 67, C: 65, D : c6 ,E: e7, F : e5, G : ba 
A : 5c, B : 3a, C: 38, D : e6 ,E: 34, F : b0, G : 83 
A : 50, B : fd, C: c0, D : bc ,E: 02, F : fa, G : e0 
A : 42, B : 21, C: 19, D : c8 ,E: 6d, F : d1, G : 99 
A : 74, B : 73, C: fd, D : e0 ,E: 00, F : 00, G : 00 
A : 6b, B : 54, C: 4d, D : f8 ,E: 49, F : 17, G : 8a 
A : df, B : d9, C: d2, D : d0 ,E: 7d, F : 44, G : 90 
A : 59, B : 35, C: b7, D : a6 ,E: 33, F : ec, G : bc 
A : 33, B : 1f, C: c6, D : 9e ,E: 4e, F : f0, G : d2 
A : 46, B : 14, C: 06, D : 9e ,E: cf, F : cc, G : ab 
A : 43, B : c1, C: b2, D : aa ,E: 49, F : fc, G : 9a 
A : 5d, B : 52, C: 35, D : f8 ,E: f2, F : e3, G : ca 
A : f8, B : f1, C: e9, D : de ,E: 4a, F : 97, G : 81 
A : 5a, B : 3f, C: ea, D : c0 ,E: 6c, F : 36, G : ab 
A : 25, B : 01, C: c6, D : 90 ,E: 59, F : 44, G : 2b 
A : 6a, B : 52, C: fd, D : e0 ,E: 6c, F : a3, G : 9f 
A : 67, B : 3a, C: e5, D : c6 ,E: e5, F : bc, G : ba 
A : 3a, B : 38, C: 16, D : c0 ,E: 34, F : c0, G : 83 
A : 17, B : fd, C: fc, D : c0 ,E: 02, F : e0, G : 8d 
A : 3d, B : 39, C: 19, D : c8 ,E: 6d, F : d1, G : a3 
A : 74, B : 73, C: 66, D : 1c ,E: 49, F : e9, G : 83 
A : 6b, B : 54, C: 13, D : 98 ,E: 49, F : 17, G : a8 
A : 2c, B : df, C: d9, D : d2 ,E: 7d, F : 23, G : 90 
A : 59, B : 35, C: 2a, D : a4 ,E: 33, F : bc, G : 91 
A : 1f, B : 1f, C: 1c, D : 1a ,E: 4e, F : 4b, G : 32 
A : 4c, B : 46, C: 06, D : ea ,E: 35, F : cc, G : ab 
A : 29, B : 27, C: c1, D : b2 ,E: 20, F : fc, G : 9a 
A : 5d, B : 52, C: 35, D : 34 ,E: 23, F : f2, G : ca 
A : f8, B : e9, C: de, D : 9e ,E: 4a, F : c2, G : 97 
A : 5a, B : 3f, C: ea, D : b0 ,E: 6c, F : 36, G : c1 
A : 32, B : 25, C: c6, D : b0 ,E: 44, F : 2b, G : d4 
A : 6f, B : 6a, C: 52, D : fc ,E: 6c, F : 13, G : a3 
A : 64, B : 42, C: 3a, D : e4 ,E: 59, F : bc, G : ba 
A : 16, B : 0e, C: d7, D : c0 ,E: 49, F : 34, G : c0 
A : 17, B : 11, C: fd, D : fc ,E: 02, F : 8f, G : 8d 
A : 3e, B : 3d, C: 39, D : 1a ,E: f6, F : d1, G : a3 
A : 78, B : 06, C: dd, D : 9e ,E: 49, F : 88, G : 83 
A : 52, B : 13, C: f3, D : 98 ,E: 5c, F : 17, G : a8 
A : 71, B : 2c, C: dc, D : d2 ,E: 7a, F : 23, G : 90 
A : 59, B : 46, C: 2a, D : b2 ,E: 42, F : 33, G : 91 
A : 1f, B : 1f, C: 1b, D : 06 ,E: 2b, F : d2, G : bf 
A : 4c, B : 06, C: ea, D : e8 ,E: 35, F : 19, G : cc 
A : 27, B : b2, C: b2, D : aa ,E: 6b, F : 20, G : 9a 
A : 52, B : 34, C: 27, D : 1c ,E: 23, F : f2, G : 85 
A : 08, B : e9, C: e3, D : de ,E: 4a, F : c2, G : 83 
A : 58, B : 38, C: ea, D : b0 ,E: 36, F : ef, G : c1 
A : 41, B : 33, C: 32, D : 24 ,E: 75, F : 2b, G : d4 
A : 6f, B : 6a, C: 56, D : f4 ,E: 6c, F : 13, G : 90 
A : 42, B : 3a, C: e2, D : b6 ,E: 59, F : 52, G : 3c 
A : 0e, B : d7, C: cb, D : c0 ,E: 49, F : c0, G : a8 
A : 17, B : 11, C: fc, D : 98 ,E: a0, F : 8f, G : 8d 
A : 3d, B : 39, C: 1a, D : ea ,E: f6, F : a3, G : 94 
A : 16, B : 06, C: 9e, D : 9e ,E: 68, F : 49, G : 88 
A : 19, B : 13, C: f3, D : 86 ,E: 5c, F : 09, G : a8 
A : 2c, B : dc, C: bd, D : a8 ,E: 7a, F : 23, G : 9f 
A : 46, B : 2a, C: b3, D : 9e ,E: 42, F : ad, G : 91 
A : 1f, B : 1b, C: 07, D : dc ,E: 5a, F : 4b, G : 3f 
A : 69, B : 4c, C: ea, D : e8 ,E: 35, F : 19, G : b9 
A : 27, B : 20, C: b2, D : aa ,E: 6b, F : 20, G : 9b 
A : 27, B : 1d, C: ec, D : b6 ,E: 23, F : 97, G : 85 
A : 08, B : e3, C: d4, D : 9e ,E: 20, F : c2, G : 83 
A : 58, B : 38, C: eb, D : b0 ,E: 46, F : ef, G : c1 
A : 41, B : 34, C: 33, D : b0 ,E: 75, F : d5, G : d4 
A : 56, B : 51, C: 36, D : f4 ,E: 13, F : db, G : 90 
A : 64, B : 62, C: 42, D : e2 ,E: 59, F : 52, G : 30 
A : 0e, B : d7, C: cb, D : b0 ,E: 62, F : 49, G : a8 
A : 61, B : 22, C: 11, D : 98 ,E: a0, F : 8f, G : 84 
A : 1a, B : ff, C: eb, D : dc ,E: 30, F : f6, G : 94 
A : 65, B : 16, C: ce, D : 9e ,E: 68, F : 88, G : 87 
A : 19, B : f3, C: d4, D : 8a ,E: 66, F : 5c, G : 09 
A : 74, B : dc, C: c8, D : bc ,E: 7a, F : 39, G : 9f 
A : 60, B : 46, C: f2, D : b2 ,E: 42, F : de, G : ad 
A : 12, B : 07, C: dd, D : bc ,E: 5a, F : cf, G : bf 
A : 69, B : 43, C: e9, D : be ,E: 19, F : f2, G : b9 
A : 20, B : dd, C: b2, D : aa ,E: 6b, F : c0, G : 9b 
A : 1d, B : ec, C: b6, D : b0 ,E: 97, F : 90, G : 85 
A : 12, B : 08, C: 01, D : e2 ,E: 20, F : ed, G : 83 
A : 58, B : 38, C: eb, D : d6 ,E: 46, F : ef, G : ea 
A : 4f, B : 34, C: 33, D : d8 ,E: 75, F : d5, G : 93 
A : 51, B : 36, C: f5, D : d4 ,E: 52, F : db, G : 90 
A : 6f, B : 6d, C: 62, D : e2 ,E: 6e, F : 32, G : 90 
A : 57, B : 1a, C: cb, D : b0 ,E: 62, F : d3, G : a8 
A : 71, B : 22, C: 9d, D : 98 ,E: 66, F : a0, G : 84 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 0f, B : 0d, C: 02, D : 02 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 42, B : e8, C: da, D : 98 ,E: 41, F : ad, G : ab 
A : 39, B : 11, C: fd, D : e8 ,E: 00, F : 00, G : 00 
A : 49, B : 40, C: fd, D : f8 ,E: ee, F : b7, G : 9a 
A : 44, B : d9, C: d0, D : c4 ,E: 5b, F : f4, G : bd 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 35, B : 32, C: ec, D : bc ,E: 2a, F : ec, G : 9a 
A : fe, B : f0, C: c6, D : bc ,E: 22, F : 04, G : bf 
A : 14, B : 10, C: 01, D : ce ,E: 4f, F : cf, G : ab 
A : 26, B : fc, C: c1, D : 96 ,E: 6a, F : 16, G : aa 
A : 38, B : f2, C: f1, D : e2 ,E: 35, F : 33, G : 96 
A : 16, B : 01, C: 97, D : 94 ,E: bc, F : b7, G : b6 
A : 6c, B : 1f, C: e1, D : c0 ,E: 15, F : 14, G : d2 
A : 44, B : 42, C: 98, D : 90 ,E: e7, F : df, G : 88 
A : 1e, B : 1d, C: d9, D : a2 ,E: f1, F : ae, G : 8d 
A : 68, B : e7, C: e5, D : e4 ,E: 00, F : 00, G : 00 
A : 38, B : 34, C: e7, D : b0 ,E: 6b, F : 44, G : 14 
A : fd, B : fa, C: e0, D : bc ,E: 2e, F : b8, G : 8b 
A : 4f, B : 42, C: d1, D : 98 ,E: 1e, F : ad, G : ab 
A : 00, B : 00, C: 00, D : fc ,E: 14, F : f2, G : 80 
A : 54, B : 49, C: 17, D : f8 ,E: 77, F : b7, G : 9a 
A : 44, B : d9, C: d2, D : d0 ,E: 5b, F : f4, G : 84 
A : 35, B : 33, C: ec, D : bc ,E: 2a, F : ce, G : 9a 
A : 1f, B : f0, C: d2, D : c6 ,E: 22, F : 0c, G : 04 
A : 14, B : cf, C: cc, D : aa ,E: cf, F : ab, G : 95 
A : fc, B : c1, C: b2, D : 9a ,E: 6a, F : 5a, G : aa 
A : 5d, B : f2, C: f2, D : e2 ,E: 7d, F : 35, G : 96 
A : 4a, B : e9, C: 97, D : 94 ,E: fc, F : ee, G : b7 
A : 6c, B : 5a, C: 36, D : c0 ,E: 6c, F : 15, G : 14 
A : 44, B : 2b, C: 25, D : 90 ,E: e7, F : d8, G : 88 
A : 6a, B : 52, C: d9, D : a2 ,E: f1, F : cb, G : ae 
A : 3a, B : e5, C: e5, D : bc ,E: 77, F : c1, G : 91 
A : 38, B : 34, C: 16, D : c0 ,E: 6b, F : 37, G : 14 
A : fd, B : fc, C: e0, D : bc ,E: 2e, F : c1, G : b8 
A : 4f, B : 3d, C: d1, D : a2 ,E: 1e, F : be, G : ab 
A : 49, B : 06, C: e9, D : dc ,E: 14, F : f2, G : cd 
A : 54, B : 49, C: 17, D : 12 ,E: 77, F : 1d, G : 9a 
A : 2c, B : 23, C: d9, D : d2 ,E: 5b, F : 5a, G : 84 
A : 35, B : 33, C: bc, D : 92 ,E: ce, F : 9a, G : 94 
A : 4b, B : 32, C: 1f, D : 1e ,E: 22, F : 0c, G : 85 
A : 35, B : ea, C: cc, D : aa ,E: 51, F : cf, G : 95 
A : 20, B : fc, C: c1, D : b2 ,E: 5a, F : 03, G : aa 
A : 5d, B : 27, C: 23, D : f2 ,E: 7d, F : 99, G : 96 
A : e9, B : c2, C: 9e, D : 96 ,E: fc, F : ee, G : 98 
A : 6c, B : 5a, C: 36, D : c0 ,E: 6c, F : 1b, G : 14 
A : 41, B : 2b, C: 25, D : d4 ,E: 14, F : e7, G : d8 
A : 6c, B : 6a, C: 52, D : 12 ,E: 4f, F : f1, G : cb 
A : 59, B : 3a, C: e5, D : bc ,E: 77, F : 62, G : 31 
A : 38, B : 34, C: 16, D : d6 ,E: 6b, F : 37, G : 16 
A : 02, B : fd, C: fc, D : 8e ,E: c1, F : b8, G : b8 
A : 3d, B : 1a, C: f6, D : d0 ,E: 1e, F : fe, G : be 
A : 06, B : dd, C: 94, D : 88 ,E: 3c, F : 34, G : 0d 
A : 5c, B : 52, C: 17, D : 12 ,E: 77, F : 31, G : 1d 
A : 2c, B : 23, C: dc, D : d2 ,E: 5a, F : dc, G : 84 
A : 42, B : 33, C: b3, D : 92 ,E: d2, F : ce, G : 94 
A : 2b, B : 1f, C: 1f, D : d2 ,E: 0c, F : f8, G : 85 
A : 19, B : ea, C: e9, D : cc ,E: 51, F : ae, G : 95 
A : 27, B : 20, C: b2, D : aa ,E: 5a, F : 03, G : 82 
A : 27, B : 23, C: 1d, D : f2 ,E: 7d, F : fa, G : 99 
A : 08, B : e9, C: c2, D : 9e ,E: 00, F : 00, G : 00 
A : 58, B : 36, C: ef, D : c0 ,E: 6c, F : 1b, G : bc 
A : 51, B : 41, C: 2b, D : 24 ,E: 50, F : 14, G : d8 
A : 6c, B : 6a, C: 13, D : f4 ,E: 4f, F : 44, G : cb 
A : 59, B : 52, C: 3c, D : 3a ,E: 77, F : 69, G : 22 
A : 16, B : d7, C: cb, D : c0 ,E: 37, F : 16, G : e3 
A : fc, B : a0, C: 8f, D : 8c ,E: c1, F : b8, G : 8c 
A : 1a, B : f6, C: c3, D : a2 ,E: fe, F : f8, G : be 
A : 49, B : 16, C: 06, D : 94 ,E: 54, F : 3c, G : cd 
A : 52, B : 13, C: 09, D : a8 ,E: 37, F : 31, G : 1d 
A : 2c, B : 23, C: dc, D : a8 ,E: 5a, F : 02, G : dc 
A : 42, B : b3, C: ad, D : 92 ,E: 79, F : d2, G : 94 
A : 4b, B : 3f, C: 30, D : 1e ,E: 79, F : f8, G : 85 
A : 19, B : ea, C: e9, D : b8 ,E: 51, F : 4b, G : ae 
A : 27, B : 20, C: 20, D : aa ,E: 03, F : a8, G : 82 
A : 23, B : 1d, C: b6, D : 96 ,E: 3a, F : fa, G : 99 
A : 08, B : c2, C: 9e, D : 82 ,E: 5a, F : b8, G : 98 
A : 46, B : ef, C: eb, D : c0 ,E: 1b, F : e9, G : bc 
A : 51, B : 41, C: 34, D : d4 ,E: 50, F : 14, G : f0 
A : 51, B : 13, C: f5, D : da ,E: 4f, F : 44, G : c5 
A : 64, B : 59, C: 52, D : 30 ,E: 69, F : 62, G : 36 
A : 62, B : 49, C: d7, D : ca ,E: 16, F : e3, G : b3 
A : 11, B : a0, C: 8f, D : 88 ,E: ce, F : b8, G : 8c 
A : 1a, B : ff, C: f6, D : c2 ,E: fe, F : f8, G : 95 
A : 16, B : ce, C: 94, D : 88 ,E: 54, F : 3c, G : a4 
A : 5c, B : 52, C: 09, D : 8a ,E: 6a, F : 37, G : 31 
A : 39, B : dc, C: c8, D : a8 ,E: 1b, F : 02, G : dc 
A : 42, B : f2, C: de, D : b2 ,E: 79, F : d2, G : ae 
A : 30, B : dd, C: cf, D : be ,E: 79, F : f8, G : e9 
A : 19, B : f2, C: e9, D : b8 ,E: 68, F : 4b, G : ae 
A : 20, B : dd, C: c0, D : aa ,E: 62, F : a8, G : 82 
A : 1d, B : b6, C: 97, D : 90 ,E: 3a, F : 1b, G : fa 
A : 12, B : 08, C: ed, D : 82 ,E: 5a, F : b8, G : b5 
A : 46, B : ef, C: eb, D : ea ,E: e9, F : d1, G : bc 
A : 51, B : 4f, C: 34, D : d4 ,E: 50, F : f0, G : a8 
A : 51, B : f5, C: db, D : 90 ,E: 44, F : d0, G : c5 
A : 6e, B : 6d, C: 32, D : e2 ,E: 69, F : 16, G : 96 
A : 62, B : 57, C: d3, D : ca ,E: e3, F : b3, G : a9 
A : 71, B : 66, C: a0, D : 88 ,E: 12, F : ce, G : 8c 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 0e, B : 0d, C: 02, D : 02 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 12, F : 0e, G : 0c 
A : 41, B : e8, C: ad, D : aa ,E: 67, F : cd, G : a1 
A : 00, B : 00, C: 00, D : e8 ,E: 60, F : 60, G : 25 
A : 40, B : ee, C: b7, D : 9a ,E: 53, F : 31, G : a3 
A : 5b, B : 44, C: f4, D : c4 ,E: 46, F : 27, G : 0d 
A : 2a, B : ec, C: ec, D : bc ,E: 27, F : 9f, G : 9d 
A : 22, B : 04, C: fe, D : f0 ,E: 61, F : 2a, G : 95 
A : 01, B : cf, C: cf, D : aa ,E: 57, F : 97, G : 92 
A : 49, B : 16, C: fc, D : aa ,E: e6, F : 96, G : 90 
A : 33, B : f1, C: e3, D : ca ,E: 34, F : 08, G : a5 
A : bc, B : b7, C: b6, D : 96 ,E: 37, F : 2c, G : 8f 
A : 15, B : 14, C: e1, D : d2 ,E: 62, F : 39, G : 9a 
A : 44, B : 42, C: e7, D : de ,E: 68, F : 51, G : 38 
A : f1, B : ae, C: a3, D : 9e ,E: 2f, F : df, G : d6 
A : 00, B : 00, C: e7, D : e4 ,E: 72, F : 6d, G : d4 
A : 44, B : 34, C: 14, D : b0 ,E: 7d, F : 76, G : 6b 
A : 02, B : fa, C: e0, D : b8 ,E: 6d, F : 1a, G : d2 
A : 1e, B : d1, C: ad, D : aa ,E: 67, F : fa, G : a1 
A : f2, B : e9, C: d9, D : 82 ,E: 00, F : 00, G : 00 
A : 49, B : 17, C: b7, D : 9a ,E: 7c, F : 53, G : 31 
A : 5b, B : 44, C: f4, D : 90 ,E: 46, F : 0d, G : af 
A : 2a, B : ec, C: ce, D : bc ,E: 27, F : df, G : 9d 
A : 22, B : 0c, C: 04, D : f0 ,E: 2a, F : a5, G : 95 
A : cf, B : cc, C: ab, D : aa ,E: 7e, F : 57, G : 97 
A : 5a, B : 49, C: fc, D : aa ,E: 0f, F : 96, G : 90 
A : 35, B : f2, C: e3, D : ca ,E: 34, F : 2b, G : a5 
A : fc, B : ee, C: b7, D : 96 ,E: 37, F : 2c, G : 11 
A : 6c, B : 36, C: 15, D : 14 ,E: 39, F : a7, G : 9a 
A : 44, B : 2b, C: e7, D : d8 ,E: 68, F : 5e, G : 51 
A : f1, B : cb, C: ae, D : a2 ,E: 74, F : df, G : d6 
A : e5, B : c1, C: bc, D : ba ,E: 6d, F : 3c, G : d4 
A : 37, B : 34, C: 14, D : c0 ,E: 76, F : 6c, G : 6b 
A : 02, B : e0, C: c1, D : b8 ,E: 6d, F : 1a, G : a6 
A : 00, B : 00, C: 00, D : 00 ,E: 1a, F : 0c, G : 01 
A : 0e, B : 0d, C: 02, D : 02 ,E: 1a, F : 0d, G : 05 
A : 00, B : 00, C: 00, D : 00 ,E: 1c, F : 13, G : 0a 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 1e, B : d1, C: be, D : aa ,E: fa, F : cc, G : a1 
A : 14, B : f2, C: e9, D : cc ,E: 5a, F : 4d, G : 25 
A : 49, B : 1d, C: 17, D : a8 ,E: 7c, F : 53, G : 0a 
A : 5b, B : 5a, C: 23, D : 90 ,E: 64, F : 46, G : af 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 0e, B : 0d, C: 02, D : 02 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 1e, F : 17, G : 0d 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : ce, B : bc, C: 9a, D : 94 ,E: 47, F : 27, G : df 
A : 2b, B : 22, C: 0c, D : d2 ,E: 2a, F : 1b, G : a5 
A : 35, B : cf, C: cc, D : aa ,E: 7e, F : 57, G : 4d 
A : 20, B : 03, C: fc, D : aa ,E: 0f, F : 95, G : 90 
A : 23, B : f2, C: ca, D : 98 ,E: 2b, F : ab, G : a5 
A : fc, B : ee, C: c2, D : 98 ,E: 37, F : 31, G : 18 
A : 6c, B : 36, C: 1b, D : 14 ,E: 39, F : ec, G : a7 
A : 2b, B : 14, C: e7, D : d8 ,E: 68, F : 5e, G : aa 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 0e, B : 0d, C: 02, D : 02 ,E: 1c, F : 14, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 16, F : 0c, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 1d, F : 1a, G : 06 
A : 4f, B : 13, C: f1, D : ca ,E: 74, F : d6, G : c6 
A : 62, B : 59, C: 31, D : bc ,E: 3c, F : d4, G : a0 
A : 49, B : 37, C: 34, D : 16 ,E: 76, F : 6c, G : a0 
A : c1, B : b8, C: b8, D : 8e ,E: 3d, F : 1a, G : a6 
A : 00, B : 00, C: 00, D : 00 ,E: 1a, F : 19, G : 0c 
A : 0e, B : 0d, C: 02, D : 02 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : fe, B : f6, C: d1, D : be ,E: fa, F : f9, G : cc 
A : 3c, B : 34, C: 0d, D : 88 ,E: 6b, F : 5a, G : 4d 
A : 5c, B : 31, C: 1d, D : 16 ,E: 7c, F : 0a, G : f9 
A : 5a, B : 23, C: dc, D : 90 ,E: 64, F : af, G : 90 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
A : 0e, B : 0d, C: 02, D : 02 ,E: 1b, F : 05, G : 00 
A : 00, B : 00, C: 00, D : 00 ,E: 1e, F : 19, G : 0d 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 
