A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :   0 
A : 2e, B : dc, C: d4, D : c0 ,E: 51, F : 3f, G : c5 , codes_A :  47 
A : 22, B : 13, C: f9, D : e6 ,E: 76, F : 59, G : 90 , codes_A :  71 
A : d3, B : bb, C: 99, D : 96 ,E: 6a, F : 04, G : 89 , codes_A :  22 
A : 64, B : 0d, C: cf, D : bc ,E: 7f, F : 91, G : 8d , codes_A :  90 
A : 42, B : e6, C: b9, D : a6 ,E: 6a, F : 19, G : b6 , codes_A :  23 
A : 67, B : 23, C: b2, D : ac ,E: 29, F : 0e, G : c9 , codes_A :  13 
A : 69, B : 4a, C: fc, D : b2 ,E: 1b, F : d1, G : b4 , codes_A :  31 
A : 5f, B : 2b, C: c7, D : b8 ,E: 39, F : 37, G : 1a , codes_A :   8 
A : 58, B : 4e, C: 43, D : 14 ,E: 2c, F : 18, G : 02 , codes_A :   1 
A : ea, B : d8, C: ab, D : aa ,E: e9, F : e2, G : 93 , codes_A : 109 
A : 52, B : 45, C: 0c, D : fe ,E: 3d, F : 33, G : d6 , codes_A :  41 
A : 21, B : e3, C: e0, D : c8 ,E: fd, F : d9, G : af , codes_A : 114 
A : fc, B : b4, C: b3, D : ac ,E: 53, F : f7, G : 9a , codes_A :  78 
A : 13, B : ff, C: f9, D : de ,E: 69, F : 18, G : bc , codes_A :  23 
A : 39, B : 10, C: 05, D : d0 ,E: 3c, F : 34, G : a4 , codes_A :  40 
A : 35, B : 30, C: ce, D : b0 ,E: 6b, F : 30, G : 21 , codes_A :  38 
A : 2e, B : 1c, C: d4, D : c0 ,E: 51, F : 3f, G : 2b , codes_A :  37 
A : 40, B : 2a, C: 22, D : 12 ,E: 76, F : 07, G : 90 , codes_A :  22 
A : d3, B : be, C: b3, D : 98 ,E: 23, F : 04, G : 89 , codes_A :  11 
A : 6d, B : 45, C: cf, D : bc ,E: 7f, F : d4, G : 91 , codes_A :  92 
A : 4e, B : 42, C: 2c, D : b8 ,E: 74, F : 6a, G : 19 , codes_A :  21 
A : 67, B : 23, C: d9, D : b2 ,E: 74, F : 0e, G : c9 , codes_A :  24 
A : 65, B : 4a, C: 0d, D : b2 ,E: 38, F : d1, G : b4 , codes_A :  59 
A : 5f, B : 58, C: e4, D : c6 ,E: 6f, F : 39, G : 37 , codes_A :  38 
A : 58, B : 4e, C: 1c, D : 14 ,E: 2c, F : 22, G : 1b , codes_A :  14 
A : ea, B : d8, C: b2, D : aa ,E: 2f, F : e9, G : e2 , codes_A :  63 
A : 4a, B : 45, C: 0c, D : ce ,E: 33, F : d6, G : cf , codes_A :  61 
A : 21, B : e3, C: e0, D : d2 ,E: fd, F : af, G : a3 , codes_A : 112 
A : 36, B : 2d, C: fc, D : b2 ,E: b7, F : b2, G : 9a , codes_A : 106 
A : 13, B : f9, C: df, D : d8 ,E: 18, F : bc, G : 98 , codes_A :  27 
A : 10, B : 05, C: da, D : a2 ,E: 3c, F : 34, G : 10 , codes_A :   8 
A : 35, B : f1, C: ce, D : b6 ,E: 6b, F : 21, G : 8a , codes_A :  50 
A : 72, B : 65, C: 1c, D : d4 ,E: 51, F : 4b, G : 22 , codes_A :  48 
A : 58, B : 46, C: 40, D : 2a ,E: 76, F : 07, G : d7 , codes_A :  24 
A : 34, B : d3, C: be, D : b6 ,E: 23, F : d2, G : 89 , codes_A :  56 
A : 54, B : 45, C: cf, D : bc ,E: 7f, F : 2f, G : d4 , codes_A :  52 
A : 4e, B : 2c, C: d3, D : ce ,E: 74, F : 19, G : df , codes_A :  24 
A : 23, B : 22, C: d9, D : b2 ,E: 74, F : c9, G : 87 , codes_A :  92 
A : 5f, B : 4a, C: 26, D : 0c ,E: 38, F : 2d, G : b4 , codes_A :  40 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  52 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  24 
A : 00, B : 00, C: 00, D : 00 ,E: 14, F : 09, G : 07 , codes_A :  92 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  40 
A : 5f, B : e3, C: d7, D : b4 ,E: 38, F : 9b, G : 88 , codes_A :  54 
A : 13, B : d1, C: b7, D : 9c ,E: 6d, F : 37, G : 29 , codes_A :  38 
A : 4c, B : 39, C: f1, D : e4 ,E: 68, F : 66, G : ce , codes_A :  88 
A : e9, B : e6, C: e6, D : cc ,E: 36, F : f6, G : df , codes_A :  62 
A : 35, B : fe, C: bd, D : b2 ,E: 66, F : 46, G : 0c , codes_A :  16 
A : 60, B : 54, C: 24, D : b8 ,E: 36, F : 22, G : e9 , codes_A :  42 
A : d4, B : c9, C: a7, D : 8c ,E: 36, F : 29, G : 02 , codes_A :   8 
A : 4f, B : 45, C: 3e, D : 08 ,E: 6f, F : e0, G : 88 , codes_A :  93 
A : 20, B : ec, C: e6, D : c2 ,E: 17, F : b9, G : b7 , codes_A :  30 
A : 30, B : d3, C: c5, D : be ,E: 7e, F : f7, G : e1 , codes_A :  99 
A : 08, B : ec, C: ca, D : ba ,E: 16, F : fd, G : d7 , codes_A :  34 
A : 45, B : 2e, C: 23, D : ba ,E: 17, F : b5, G : b4 , codes_A :  30 
A : 79, B : 48, C: 0e, D : fc ,E: 48, F : de, G : ab , codes_A :  80 
A : 71, B : 32, C: 2b, D : 12 ,E: 65, F : 1a, G : c3 , codes_A :  24 
A : 2e, B : 28, C: 17, D : f8 ,E: 6b, F : 1c, G : 11 , codes_A :   3 
A : 6a, B : 64, C: 57, D : fa ,E: e3, F : a8, G : 90 , codes_A : 106 
A : 5f, B : 13, C: f7, D : e2 ,E: 45, F : 9b, G : 88 , codes_A :  75 
A : 27, B : e9, C: b7, D : 9c ,E: 37, F : 31, G : 29 , codes_A :  36 
A : 4c, B : f1, C: ea, D : e4 ,E: 66, F : ce, G : b9 , codes_A :  95 
A : 17, B : 0f, C: e9, D : e6 ,E: 02, F : f6, G : df , codes_A :  34 
A : fe, B : fc, C: f0, D : bc ,E: 66, F : 46, G : 14 , codes_A :  16 
A : 60, B : 29, C: 1c, D : b8 ,E: 36, F : 22, G : 99 , codes_A :  39 
A : 15, B : c9, C: af, D : a6 ,E: 36, F : 2a, G : 02 , codes_A :   8 
A : 53, B : 4f, C: 1c, D : 08 ,E: e0, F : be, G : 88 , codes_A : 106 
A : 48, B : 21, C: e6, D : c2 ,E: 28, F : 17, G : b7 , codes_A :  12 
A : d3, B : c5, C: c5, D : b2 ,E: 7e, F : e1, G : b8 , codes_A :  96 
A : 46, B : e7, C: ca, D : ba ,E: 4f, F : 16, G : fd , codes_A :  20 
A : 45, B : 2e, C: 23, D : ba ,E: 17, F : d8, G : b4 , codes_A :  31 
A : 0e, B : 0d, C: fc, D : da ,E: de, F : ab, G : 97 , codes_A : 105 
A : 2b, B : f2, C: b6, D : 8e ,E: 65, F : 1a, G : a3 , codes_A :  23 
A : 2e, B : 29, C: 28, D : ae ,E: 6c, F : 6b, G : 11 , codes_A :  21 
A : 6f, B : 6a, C: 64, D : 56 ,E: ec, F : e3, G : 90 , codes_A : 109 
A : 1a, B : 13, C: f7, D : e2 ,E: 6a, F : 45, G : 9b , codes_A :  71 
A : 18, B : e9, C: b7, D : aa ,E: 3a, F : 37, G : 31 , codes_A :  37 
A : ea, B : e5, C: ab, D : a2 ,E: 17, F : ce, G : b9 , codes_A :  31 
A : 3d, B : 17, C: 0f, D : e8 ,E: 0d, F : 02, G : df , codes_A :   6 
A : f0, B : d9, C: bd, D : a4 ,E: 46, F : 14, G : 09 , codes_A :   2 
A : 40, B : 29, C: 1c, D : b8 ,E: 2e, F : 22, G : 99 , codes_A :  39 
A : 34, B : 25, C: af, D : a6 ,E: 36, F : 2a, G : 84 , codes_A :  39 
A : 56, B : 4f, C: 1c, D : 08 ,E: 2a, F : e0, G : be , codes_A :  60 
A : 48, B : 30, C: 30, D : 20 ,E: 28, F : 16, G : b7 , codes_A :  12 
A : c5, B : c5, C: c1, D : b2 ,E: 7e, F : 6b, G : b8 , codes_A :  87 
A : e7, B : ca, C: a7, D : 96 ,E: 4f, F : 29, G : 16 , codes_A :   9 
A : 45, B : 23, C: 04, D : ba ,E: d8, F : c6, G : b4 , codes_A : 113 
A : 0e, B : 0d, C: db, D : 90 ,E: ab, F : a0, G : 97 , codes_A : 104 
A : 6a, B : 42, C: b6, D : 8e ,E: 4b, F : 1a, G : a3 , codes_A :  18 
A : 54, B : 29, C: 0e, D : ae ,E: 6c, F : 1f, G : 11 , codes_A :   3 
A : 6f, B : 6a, C: 69, D : 1a ,E: ec, F : aa, G : 90 , codes_A : 106 
A : 2b, B : 1a, C: 13, D : f6 ,E: 6a, F : 45, G : 8d , codes_A :  71 
A : 28, B : 18, C: 0e, D : e8 ,E: 5a, F : 51, G : 39 , codes_A :  45 
A : ea, B : e2, C: ab, D : aa ,E: 17, F : cf, G : b9 , codes_A :  31 
A : 45, B : 3d, C: 17, D : 0e ,E: 58, F : 0d, G : 02 , codes_A :   2 
A : fd, B : fc, C: f0, D : d8 ,E: 14, F : 09, G : eb , codes_A :   7 
A : 1c, B : f7, C: c9, D : b4 ,E: 2e, F : f8, G : 99 , codes_A :  57 
A : 34, B : 25, C: 18, D : d8 ,E: 66, F : 2a, G : 84 , codes_A :  50 
A : 56, B : 34, C: 1c, D : 04 ,E: 52, F : 2a, G : be , codes_A :  46 
A : 48, B : 35, C: 30, D : 30 ,E: 28, F : 16, G : d1 , codes_A :  13 
A : 51, B : 3f, C: c5, D : c0 ,E: 6b, F : 67, G : 18 , codes_A :  23 
A : 59, B : 13, C: e7, D : a6 ,E: 4f, F : 29, G : cd , codes_A :  47 
A : 04, B : d3, C: bb, D : 98 ,E: fb, F : d8, G : c6 , codes_A : 117 
A : 78, B : 0d, C: cf, D : 90 ,E: d7, F : a0, G : 97 , codes_A : 105 
A : 42, B : 19, C: b9, D : b6 ,E: 4b, F : cd, G : a3 , codes_A :  80 
A : 29, B : 23, C: 0e, D : c8 ,E: 6c, F : 1f, G : f2 , codes_A :  25 
A : 69, B : 1b, C: d1, D : b4 ,E: ec, F : aa, G : 8f , codes_A : 106 
A : 39, B : 37, C: 2b, D : 1a ,E: 6a, F : c4, G : 8d , codes_A :  92 
A : 2c, B : 18, C: 0e, D : 02 ,E: 5a, F : d2, G : 99 , codes_A :  77 
A : e9, B : e2, C: ab, D : aa ,E: 17, F : e9, G : cf , codes_A :  34 
A : 45, B : 3d, C: 33, D : 0c ,E: 58, F : 4d, G : 0d , codes_A :  15 
A : 21, B : fd, C: d9, D : ae ,E: 09, F : eb, G : 9b , codes_A :  29 
A : 2d, B : f7, C: b4, D : 9e ,E: 2e, F : f8, G : 94 , codes_A :  57 
A : 25, B : 18, C: 13, D : d8 ,E: 66, F : bf, G : 84 , codes_A :  91 
A : 3c, B : 34, C: 10, D : 04 ,E: 52, F : 2a, G : c0 , codes_A :  47 
A : 35, B : 30, C: 30, D : 20 ,E: 1a, F : 16, G : d1 , codes_A :   6 
A : 51, B : 3f, C: 2b, D : 1c ,E: 6b, F : 67, G : 07 , codes_A :  22 
A : 2a, B : 13, C: 07, D : a6 ,E: 54, F : 29, G : cd , codes_A :  47 
A : 04, B : d3, C: b3, D : 98 ,E: 3b, F : fb, G : c6 , codes_A :  62 
A : 78, B : 6d, C: d4, D : ce ,E: ec, F : d7, G : a0 , codes_A : 114 
A : 6a, B : 42, C: 2c, D : 18 ,E: 55, F : 4b, G : cd , codes_A :  68 
A : 67, B : 23, C: 0e, D : c8 ,E: 45, F : 1f, G : f2 , codes_A :  20 
A : 65, B : 38, C: d1, D : b4 ,E: cd, F : aa, G : 8f , codes_A : 105 
A : 5f, B : 39, C: 37, D : e4 ,E: 7c, F : c4, G : 8d , codes_A :  92 
A : 2c, B : 22, C: 1b, D : 0e ,E: da, F : d2, G : 99 , codes_A : 107 
A : ea, B : e9, C: e2, D : b2 ,E: e9, F : cf, G : b5 , codes_A : 114 
A : 45, B : 33, C: 0c, D : d6 ,E: 58, F : 4d, G : ed , codes_A :  69 
A : 21, B : fd, C: c2, D : ae ,E: 22, F : eb, G : 9b , codes_A :  57 
A : 2d, B : b7, C: b2, D : 9e ,E: 45, F : f8, G : 94 , codes_A :  78 
A : 13, B : d8, C: bc, D : b8 ,E: 66, F : f4, G : bf , codes_A :  96 
A : 34, B : 10, C: 10, D : 04 ,E: 52, F : 11, G : c0 , codes_A :  19 
A : 35, B : 21, C: f1, D : b0 ,E: 1a, F : d1, G : 94 , codes_A :  28 
A : 65, B : 51, C: 4b, D : 22 ,E: 07, F : 8e, G : 87 , codes_A :  26 
A : 5f, B : 2a, C: 13, D : 06 ,E: 54, F : dd, G : cd , codes_A :  82 
A : d3, B : d2, C: b7, D : b2 ,E: 3b, F : 1c, G : fb , codes_A :  14 
A : 6d, B : 2f, C: d4, D : ce ,E: ec, F : d7, G : c4 , codes_A : 117 
A : 2c, B : 19, C: df, D : d2 ,E: 55, F : cd, G : c3 , codes_A :  82 
A : 36, B : 23, C: c9, D : 96 ,E: 47, F : 45, G : f2 , codes_A :  69 
A : 38, B : 2d, C: 26, D : b4 ,E: 76, F : cd, G : 8f , codes_A :  92 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A : 117 
A : 00, B : 00, C: 00, D : 00 ,E: 15, F : 0d, G : 03 , codes_A :  82 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  69 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  92 
A : 38, B : b4, C: b3, D : 9a ,E: 45, F : ed, G : a3 , codes_A :  81 
A : 37, B : 29, C: 27, D : 12 ,E: 00, F : 00, G : 00 , codes_A :  44 
A : 66, B : 4c, C: 39, D : ce ,E: 59, F : 1c, G : 1a , codes_A :   2 
A : f6, B : e6, C: df, D : cc ,E: 23, F : d1, G : 8d , codes_A :  56 
A : 46, B : 35, C: 0c, D : bc ,E: db, F : cf, G : 9e , codes_A : 107 
A : 36, B : 22, C: 20, D : e8 ,E: 44, F : 3a, G : c8 , codes_A :  47 
A : 29, B : 02, C: d4, D : c8 ,E: f6, F : dc, G : c9 , codes_A : 117 
A : 53, B : 45, C: 09, D : e0 ,E: 08, F : f3, G : 9c , codes_A :  29 
A : 17, B : ec, C: e6, D : b8 ,E: 4b, F : a7, G : a2 , codes_A :  79 
A : f7, B : e1, C: d3, D : c4 ,E: 32, F : 2d, G : b5 , codes_A :  40 
A : fd, B : ec, C: d7, D : ca ,E: e4, F : b7, G : 9c , codes_A : 106 
A : 23, B : 17, C: ba, D : b4 ,E: 17, F : 0e, G : 83 , codes_A :   4 
A : 48, B : fc, C: de, D : da ,E: 7b, F : ca, G : b1 , codes_A :  95 
A : 65, B : 1a, C: 11, D : f2 ,E: 2a, F : 19, G : 9f , codes_A :  11 
A : 54, B : 2e, C: 1c, D : 16 ,E: 53, F : 24, G : f2 , codes_A :  48 
A : 64, B : e3, C: a8, D : a2 ,E: 20, F : e1, G : 96 , codes_A :  57 
A : 45, B : 13, C: b3, D : 9a ,E: ed, F : e4, G : a3 , codes_A : 115 
A : 31, B : 29, C: 27, D : e8 ,E: 00, F : 00, G : 00 , codes_A :  44 
A : 4c, B : ea, C: ce, D : b8 ,E: 59, F : 1c, G : f7 , codes_A :  20 
A : 02, B : f6, C: e6, D : de ,E: 23, F : fc, G : 8d , codes_A :  57 
A : 46, B : 35, C: 14, D : f0 ,E: db, F : aa, G : 9e , codes_A : 105 
A : 36, B : 22, C: 20, D : c8 ,E: 3a, F : d0, G : c8 , codes_A :  61 
A : 2a, B : 02, C: c9, D : ae ,E: f6, F : dc, G : cf , codes_A : 117 
A : 1c, B : 09, C: e0, D : be ,E: 05, F : f3, G : 9c , codes_A :  29 
A : 28, B : 21, C: 17, D : e6 ,E: 21, F : a7, G : a2 , codes_A :  58 
A : e1, B : d3, C: c5, D : c4 ,E: 32, F : b5, G : ad , codes_A :  58 
A : 4f, B : 16, C: fd, D : ca ,E: e4, F : b2, G : 9c , codes_A : 106 
A : 2e, B : 23, C: 17, D : d8 ,E: 17, F : 0e, G : f7 , codes_A :   7 
A : de, B : db, C: ab, D : 96 ,E: 38, F : ca, G : b1 , codes_A :  59 
A : 65, B : 1a, C: f2, D : b6 ,E: 2a, F : 19, G : ec , codes_A :  14 
A : 6b, B : 54, C: 2e, D : 28 ,E: 53, F : 24, G : e2 , codes_A :  48 
A : 64, B : 1b, C: ec, D : e2 ,E: 20, F : e1, G : c7 , codes_A :  62 
A : 45, B : 1a, C: 13, D : b2 ,E: 60, F : ed, G : e4 , codes_A :  99 
A : 37, B : 31, C: 18, D : e8 ,E: 00, F : 00, G : 00 , codes_A :  44 
A : ea, B : ce, C: b9, D : a2 ,E: 59, F : 43, G : f7 , codes_A :  69 
A : 0f, B : 0d, C: 02, D : e6 ,E: 2e, F : fc, G : 8d , codes_A :  57 
A : 14, B : 09, C: f0, D : d8 ,E: 52, F : aa, G : 9e , codes_A :  76 
A : 2e, B : 22, C: 20, D : c8 ,E: 6b, F : 3a, G : d0 , codes_A :  52 
A : 36, B : 2a, C: af, D : a6 ,E: f5, F : dc, G : cf , codes_A : 117 
A : 1c, B : 09, C: e0, D : be ,E: 6f, F : 05, G : 9c , codes_A :  22 
A : 30, B : 28, C: 21, D : 16 ,E: 28, F : 21, G : a2 , codes_A :  40 
A : 6b, B : 3f, C: c5, D : c4 ,E: f0, F : b5, G : ad , codes_A : 112 
A : 4f, B : 29, C: 16, D : ca ,E: e4, F : e3, G : b2 , codes_A : 115 
A : 23, B : 04, C: d8, D : c6 ,E: 18, F : 0e, G : f7 , codes_A :   7 
A : ab, B : a0, C: 97, D : 90 ,E: 38, F : 05, G : ca , codes_A :  13 
A : 6a, B : 4b, C: 1a, D : b6 ,E: 2a, F : ec, G : ce , codes_A :  62 
A : 54, B : 29, C: 1f, D : 10 ,E: 24, F : 0d, G : e2 , codes_A :  14 
A : 1b, B : ec, C: d1, D : aa ,E: e1, F : c7, G : a7 , codes_A : 114 
A : 45, B : 37, C: 1a, D : 12 ,E: 60, F : 51, G : e4 , codes_A :  74 
A : 51, B : 39, C: 2c, D : 18 ,E: 58, F : 3e, G : ce , codes_A :  47 
A : ea, B : e2, C: cf, D : b8 ,E: 43, F : f7, G : df , codes_A :  83 
A : 3d, B : 0f, C: 0d, D : 02 ,E: 2e, F : fc, G : f6 , codes_A :  63 
A : 09, B : fd, C: f0, D : ea ,E: 52, F : e6, G : aa , codes_A :  81 
A : 2e, B : f8, C: f7, D : c8 ,E: 6b, F : 61, G : 30 , codes_A :  52 
A : 66, B : 2a, C: 18, D : ae ,E: 43, F : f5, G : cf , codes_A :  83 
A : 34, B : 2a, C: 1c, D : be ,E: 6f, F : 4b, G : 05 , codes_A :  16 
A : 30, B : 28, C: 21, D : 16 ,E: 28, F : 21, G : d6 , codes_A :  41 
A : 67, B : 51, C: 3f, D : 18 ,E: 16, F : f0, G : ad , codes_A :  32 
A : 59, B : 4f, C: 29, D : cc ,E: 53, F : e3, G : b2 , codes_A :  81 
A : 04, B : fb, C: d8, D : c6 ,E: 57, F : 18, G : f7 , codes_A :  20 
A : d7, B : a0, C: 97, D : 90 ,E: 38, F : 05, G : 95 , codes_A :  11 
A : 4b, B : 19, C: cd, D : b6 ,E: 00, F : 00, G : 00 , codes_A : 114 
A : 29, B : 1f, C: 0e, D : f2 ,E: 0d, F : e2, G : c6 , codes_A :  34 
A : ec, B : d1, C: b4, D : aa ,E: c7, F : b9, G : a7 , codes_A : 111 
A : 39, B : 37, C: 1a, D : c4 ,E: 60, F : 51, G : df , codes_A :  73 
A : 2c, B : 18, C: 02, D : d2 ,E: 3e, F : ce, G : b9 , codes_A :  59 
A : e9, B : e9, C: e2, D : ce ,E: 43, F : e2, G : df , codes_A :  83 
A : 4d, B : 3d, C: 33, D : 0c ,E: 2e, F : 22, G : f6 , codes_A :  42 
A : fd, B : eb, C: d9, D : ae ,E: 52, F : e6, G : d0 , codes_A :  83 
A : 2e, B : f8, C: f7, D : 9a ,E: 6d, F : 6b, G : 21 , codes_A :  49 
A : 66, B : 18, C: bf, D : bc ,E: 43, F : f5, G : ba , codes_A :  81 
A : 3c, B : 34, C: 2a, D : c0 ,E: 6f, F : 4b, G : ff , codes_A :  74 
A : 30, B : 21, C: 1a, D : 16 ,E: 28, F : d6, G : 96 , codes_A :  56 
A : 67, B : 51, C: 3f, D : 2a ,E: 4c, F : 16, G : f0 , codes_A :  20 
A : 54, B : 29, C: 07, D : cc ,E: 53, F : e3, G : d6 , codes_A :  83 
A : 23, B : 04, C: fb, D : c6 ,E: 57, F : 18, G : b9 , codes_A :  18 
A : ec, B : d7, C: d4, D : a0 ,E: 05, F : 9e, G : 95 , codes_A :  26 
A : 6a, B : 55, C: 4b, D : 18 ,E: 00, F : 00, G : 00 , codes_A : 114 
A : 45, B : 1f, C: 0e, D : f2 ,E: 0d, F : c6, G : 94 , codes_A :  28 
A : d1, B : cd, C: b4, D : aa ,E: b9, F : a7, G : a4 , codes_A : 110 
A : 6f, B : 39, C: 37, D : c4 ,E: 51, F : df, G : ad , codes_A :  80 
A : 02, B : fb, C: da, D : d2 ,E: ce, F : b9, G : b3 , codes_A : 111 
A : e9, B : e9, C: e2, D : ce ,E: e2, F : df, G : ba , codes_A : 114 
A : 4d, B : 33, C: ed, D : d6 ,E: 71, F : 22, G : f6 , codes_A :  53 
A : fd, B : eb, C: af, D : a2 ,E: e6, F : d0, G : 96 , codes_A : 108 
A : f8, B : f7, C: b2, D : 9a ,E: 2d, F : 21, G : 17 , codes_A :  10 
A : 18, B : f4, C: bf, D : bc ,E: 43, F : fe, G : ba , codes_A :  81 
A : 3c, B : 34, C: 11, D : 10 ,E: 4b, F : ff, G : b4 , codes_A :  81 
A : 21, B : 1a, C: d1, D : 94 ,E: fe, F : d6, G : 96 , codes_A : 108 
A : 2b, B : 07, C: e2, D : 8e ,E: 4c, F : 16, G : 84 , codes_A :  17 
A : 54, B : 07, C: dd, D : d6 ,E: 53, F : d6, G : af , codes_A :  80 
A : 23, B : 1c, C: fb, D : d2 ,E: 77, F : 57, G : b9 , codes_A :  72 
A : 2f, B : ec, C: d7, D : d4 ,E: c5, F : 9e, G : 95 , codes_A : 102 
A : 55, B : 19, C: df, D : cc ,E: 17, F : ea, G : b8 , codes_A :  32 
A : 47, B : 45, C: f2, D : c8 ,E: c6, F : c5, G : 94 , codes_A : 107 
A : 38, B : 2d, C: cd, D : b4 ,E: 77, F : b9, G : a4 , codes_A :  94 
A : 0f, B : 0c, C: 07, D : 04 ,E: 00, F : 00, G : 00 , codes_A : 102 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  32 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A : 107 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  94 
A : 38, B : ed, C: a3, D : 9a ,E: 54, F : 3e, G : fa , codes_A :  48 
A : 37, B : 29, C: 00, D : 00 ,E: 7f, F : 75, G : 61 , codes_A :  89 
A : 66, B : 59, C: 1c, D : 1a ,E: 5e, F : 25, G : cd , codes_A :  47 
A : 23, B : f6, C: df, D : d0 ,E: 54, F : 18, G : 05 , codes_A :   2 
A : 0f, B : 0c, C: 07, D : 04 ,E: 1e, F : 14, G : 0f , codes_A :  49 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  82 
A : 00, B : 00, C: 00, D : 00 ,E: 16, F : 16, G : 00 , codes_A :  76 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  55 
A : 46, B : 0c, C: db, D : ce ,E: 7e, F : 74, G : 2f , codes_A :  49 
A : 3a, B : 36, C: 22, D : e8 ,E: 44, F : c7, G : c2 , codes_A :  82 
A : 29, B : 02, C: f6, D : dc ,E: 56, F : b6, G : 80 , codes_A :  76 
A : 08, B : f3, C: e0, D : 9c ,E: 3b, F : be, G : 90 , codes_A :  55 
A : 0f, B : 0c, C: 07, D : 04 ,E: 00, F : 00, G : 00 , codes_A :  56 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  93 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  49 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  19 
A : 17, B : b9, C: b7, D : a6 ,E: 32, F : d1, G : 95 , codes_A :  56 
A : 32, B : 2d, C: f7, D : e0 ,E: 7b, F : e6, G : 98 , codes_A :  93 
A : fd, B : e4, C: d7, D : b6 ,E: 6c, F : 66, G : 2f , codes_A :  49 
A : 17, B : 0e, C: b5, D : b4 ,E: 40, F : 1a, G : d6 , codes_A :  19 
A : 0f, B : 0c, C: 07, D : 04 ,E: 1a, F : 19, G : 05 , codes_A :  74 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A : 106 
A : 00, B : 00, C: 00, D : 00 ,E: 19, F : 17, G : 17 , codes_A :  98 
A : 00, B : 00, C: 00, D : 00 ,E: 00, F : 00, G : 00 , codes_A :  17 
A : 48, B : de, C: ca, D : b0 ,E: 7a, F : 59, G : e5 , codes_A :  74 
A : 2a, B : 1a, C: 19, D : c2 ,E: aa, F : a2, G : 9d , codes_A : 106 
A : 53, B : 24, C: 1c, D : 10 ,E: 79, F : f7, G : d7 , codes_A :  98 
A : e3, B : e1, C: a8, D : 96 ,E: 5f, F : 07, G : 9b , codes_A :  17 
A : 0f, B : 0c, C: 07, D : 04 ,E: 00, F : 00, G : 00 , codes_A :  74 
A : 00, B : 00, C: 00, D : 00 ,E: 1f, F : 1f, G : 01 , codes_A :  89 
A : 00, B : 00, C: 00, D : 00 ,E: 1e, F : 0a, G : 05 , codes_A :  43 
A : 00, B : 00, C: 00, D : 00 ,E: 1f, F : 14, G : 05 , codes_A :  15 
A : ed, B : e4, C: a3, D : 9a ,E: 71, F : 54, G : fa , codes_A :  74 
A : 31, B : 29, C: 00, D : 00 ,E: 7f, F : 7f, G : 61 , codes_A :  89 
A : 59, B : 1c, C: f7, D : ce ,E: 5e, F : 4a, G : 25 , codes_A :  43 
A : 02, B : fc, C: f6, D : de ,E: 5f, F : 54, G : 05 , codes_A :  15 
A : 46, B : 14, C: db, D : aa ,E: 7e, F : 6a, G : 2f , codes_A :  49 
A : 36, B : 22, C: d0, D : c8 ,E: 44, F : 44, G : 27 , codes_A :  47 
A : 2a, B : 02, C: f6, D : dc ,E: 56, F : b6, G : 85 , codes_A :  76 
A : f3, B : e0, C: be, D : 9c ,E: 3b, F : 1b, G : be , codes_A :  12 
A : 21, B : 17, C: b7, D : a6 ,E: d1, F : 95, G : 8d , codes_A : 102 
A : 32, B : e1, C: b8, D : b4 ,E: 7b, F : 79, G : 46 , codes_A :  74 
A : 16, B : fd, C: e4, D : b2 ,E: 6c, F : 2f, G : cd , codes_A :  52 
A : 17, B : 0e, C: f7, D : d8 ,E: 24, F : 1a, G : d6 , codes_A :  13 
A : de, B : ca, C: b1, D : aa ,E: 75, F : 59, G : e5 , codes_A :  74 
A : 2a, B : 1a, C: 19, D : ec ,E: bd, F : a2, G : 9d , codes_A : 106 
A : 6b, B : 53, C: 24, D : 10 ,E: 79, F : 1e, G : d7 , codes_A :  24 
A : ec, B : e3, C: e1, D : c6 ,E: 5f, F : 07, G : ff , codes_A :  20 
A : 60, B : 45, C: ed, D : e4 ,E: 71, F : 54, G : 16 , codes_A :  16 
A : 37, B : 31, C: 00, D : 00 ,E: 7f, F : 7f, G : 61 , codes_A :  85 
